TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price
T00296,C0179,P022,28-05-2024 14:47,3,412.62,137.54
T00300,C0160,P022,28-05-2024 14:48,4,550.16,137.54
T00414,C0194,P022,28-05-2024 17:40,3,412.62,137.54
T00481,C0188,P022,28-05-2024 18:07,3,412.62,137.54
T00509,C0025,P022,29-05-2024 17:04,1,137.54,137.54
T00612,C0140,P022,30-05-2024 00:00,1,137.54,137.54
T00742,C0124,P022,30-05-2024 03:34,2,275.08,137.54
T00761,C0199,P022,30-05-2024 18:15,4,550.16,137.54
T00886,C0104,P022,02-06-2024 10:00,3,412.62,137.54
T00895,C0121,P022,02-06-2024 13:27,3,412.62,137.54
T00932,C0001,P022,02-06-2024 17:24,3,412.62,137.54
T00054,C0085,P021,03-06-2024 19:17,3,1007.52,335.84
T00075,C0039,P021,03-06-2024 21:07,3,1007.52,335.84
T00299,C0098,P021,03-06-2024 23:59,1,335.84,335.84
T00440,C0136,P021,04-06-2024 00:03,3,1007.52,335.84
T00457,C0158,P021,04-06-2024 02:02,1,335.84,335.84
T00687,C0182,P021,04-06-2024 02:15,4,1343.36,335.84
T00737,C0157,P021,04-06-2024 06:32,1,335.84,335.84
T00763,C0185,P021,04-06-2024 21:07,3,1007.52,335.84
T00807,C0086,P021,05-06-2024 01:19,1,335.84,335.84
T00857,C0080,P021,07-06-2024 08:52,3,1007.52,335.84
T00877,C0137,P021,08-06-2024 07:23,2,671.68,335.84
T00055,C0177,P072,08-06-2024 14:47,2,798.68,399.34
T00162,C0045,P072,09-06-2024 15:20,3,1198.02,399.34
T00172,C0021,P072,10-06-2024 11:46,2,798.68,399.34
T00529,C0152,P072,11-06-2024 02:31,3,1198.02,399.34
T00929,C0068,P072,11-06-2024 15:51,3,1198.02,399.34
T00994,C0040,P072,11-06-2024 20:36,2,798.68,399.34
T00057,C0062,P059,11-06-2024 23:59,3,909.6,303.2
T00062,C0009,P059,12-06-2024 01:39,1,303.2,303.2
T00131,C0029,P059,12-06-2024 20:54,1,303.2,303.2
T00188,C0195,P059,12-06-2024 22:33,3,909.6,303.2
T00282,C0145,P059,12-06-2024 22:59,1,303.2,303.2
T00284,C0022,P059,13-06-2024 02:56,4,1212.8,303.2
T00295,C0087,P059,13-06-2024 07:28,3,909.6,303.2
T00377,C0179,P059,13-06-2024 09:13,1,303.2,303.2
T00400,C0175,P059,13-06-2024 10:35,2,606.4,303.2
T00638,C0100,P059,13-06-2024 12:58,3,909.6,303.2
T00674,C0024,P059,13-06-2024 22:53,3,909.6,303.2
T00702,C0104,P059,14-06-2024 08:41,4,1212.8,303.2
T00705,C0027,P059,14-06-2024 11:41,4,1212.8,303.2
T00775,C0156,P059,14-06-2024 21:37,1,303.2,303.2
T00806,C0062,P059,15-06-2024 17:12,2,606.4,303.2
T00854,C0017,P059,16-06-2024 05:24,1,303.2,303.2
T00882,C0156,P059,16-06-2024 08:22,3,909.6,303.2
T00906,C0129,P059,16-06-2024 15:47,4,1212.8,303.2
T00948,C0098,P059,16-06-2024 21:51,2,606.4,303.2
T00058,C0106,P031,17-06-2024 14:12,2,392.8,196.4
T00653,C0028,P031,18-06-2024 10:55,4,785.6,196.4
T00792,C0105,P031,19-06-2024 02:53,1,196.4,196.4
T00815,C0008,P031,19-06-2024 06:55,2,392.8,196.4
T00059,C0107,P042,19-06-2024 07:16,1,379.44,379.44
T00344,C0047,P042,19-06-2024 15:07,3,1138.32,379.44
T00484,C0013,P042,19-06-2024 17:52,2,758.88,379.44
T00514,C0032,P042,19-06-2024 23:01,1,379.44,379.44
T00693,C0122,P042,20-06-2024 04:11,4,1517.76,379.44
T00695,C0090,P042,20-06-2024 04:13,3,1138.32,379.44
T00861,C0141,P042,20-06-2024 19:04,4,1517.76,379.44
T00973,C0084,P042,21-06-2024 02:02,3,1138.32,379.44
T00060,C0054,P074,21-06-2024 07:59,4,1182.32,295.58
T00152,C0144,P074,21-06-2024 15:09,4,1182.32,295.58
T00217,C0047,P074,22-06-2024 14:35,1,295.58,295.58
T00223,C0163,P074,22-06-2024 20:59,1,295.58,295.58
T00250,C0045,P074,22-06-2024 21:26,4,1182.32,295.58
T00325,C0152,P074,23-06-2024 14:05,1,295.58,295.58
T00382,C0163,P074,24-06-2024 10:10,4,1182.32,295.58
T00438,C0037,P074,25-06-2024 22:10,3,886.74,295.58
T00537,C0012,P074,25-06-2024 22:40,1,295.58,295.58
T00743,C0172,P074,27-06-2024 12:03,3,886.74,295.58
T00796,C0166,P074,27-06-2024 19:13,3,886.74,295.58
T00839,C0089,P074,27-06-2024 23:39,3,886.74,295.58
T00885,C0170,P074,29-06-2024 11:39,3,886.74,295.58
T00061,C0126,P032,29-06-2024 13:17,2,977.26,488.63
T00116,C0127,P032,30-06-2024 00:11,1,488.63,488.63
T00319,C0139,P032,30-06-2024 08:52,1,488.63,488.63
T00320,C0179,P032,30-06-2024 15:44,3,1465.89,488.63
T00465,C0173,P032,30-06-2024 22:09,2,977.26,488.63
T00499,C0065,P032,01-07-2024 00:11,4,1954.52,488.63
T00513,C0023,P032,01-07-2024 04:53,2,977.26,488.63
T00577,C0082,P032,01-07-2024 13:07,2,977.26,488.63
T00821,C0050,P032,01-07-2024 14:11,2,977.26,488.63
T00867,C0171,P032,02-07-2024 05:35,3,1465.89,488.63
T00987,C0015,P032,02-07-2024 06:30,1,488.63,488.63
T00064,C0037,P009,02-07-2024 09:34,1,325.01,325.01
T00311,C0129,P009,03-07-2024 07:10,2,650.02,325.01
T00397,C0187,P009,03-07-2024 07:27,1,325.01,325.01
T00477,C0162,P009,04-07-2024 05:29,3,975.03,325.01
T00530,C0079,P009,05-07-2024 10:29,2,650.02,325.01
T00651,C0172,P009,05-07-2024 11:53,2,650.02,325.01
T00677,C0100,P009,05-07-2024 23:04,4,1300.04,325.01
T00065,C0049,P081,05-07-2024 23:41,1,66.32,66.32
T00081,C0077,P081,06-07-2024 00:13,4,265.28,66.32
T00092,C0189,P081,06-07-2024 11:32,3,198.96,66.32
T00103,C0091,P081,06-07-2024 23:53,4,265.28,66.32
T00111,C0082,P081,07-07-2024 12:28,4,265.28,66.32
T00387,C0173,P081,07-07-2024 23:53,3,198.96,66.32
T00486,C0111,P081,08-07-2024 16:06,4,265.28,66.32
T00512,C0183,P081,08-07-2024 19:55,1,66.32,66.32
T00668,C0053,P081,09-07-2024 02:53,2,132.64,66.32
T00715,C0033,P081,10-07-2024 02:32,2,132.64,66.32
T00898,C0108,P081,10-07-2024 07:04,1,66.32,66.32
T00939,C0010,P081,10-07-2024 08:49,3,198.96,66.32
T00960,C0147,P081,10-07-2024 19:53,1,66.32,66.32
T00066,C0041,P011,11-07-2024 12:42,4,1044.8,261.2
T00415,C0169,P011,11-07-2024 15:32,4,1044.8,261.2
T00521,C0148,P011,11-07-2024 17:39,4,1044.8,261.2
T00601,C0161,P011,11-07-2024 20:27,1,261.2,261.2
T00698,C0119,P011,12-07-2024 08:20,1,261.2,261.2
T00712,C0134,P011,12-07-2024 10:03,3,783.6,261.2
T00848,C0108,P011,12-07-2024 10:18,2,522.4,261.2
T00868,C0039,P011,12-07-2024 10:33,4,1044.8,261.2
T00977,C0136,P011,12-07-2024 13:17,4,1044.8,261.2
T00998,C0024,P011,12-07-2024 13:34,2,522.4,261.2
T00067,C0017,P096,12-07-2024 22:15,2,614.94,307.47
T00085,C0001,P096,13-07-2024 08:15,2,614.94,307.47
T00117,C0164,P096,13-07-2024 13:50,2,614.94,307.47
T00279,C0059,P096,14-07-2024 06:50,1,307.47,307.47
T00350,C0020,P096,14-07-2024 07:45,3,922.41,307.47
T00467,C0045,P096,14-07-2024 10:29,3,922.41,307.47
T00610,C0021,P096,14-07-2024 11:42,2,614.94,307.47
T00645,C0007,P096,14-07-2024 14:57,3,922.41,307.47
T00666,C0044,P096,14-07-2024 19:37,1,307.47,307.47
T00724,C0117,P096,15-07-2024 07:02,3,922.41,307.47
T00735,C0104,P096,15-07-2024 16:33,4,1229.88,307.47
T00748,C0119,P096,15-07-2024 20:36,1,307.47,307.47
T00764,C0026,P096,16-07-2024 14:50,4,1229.88,307.47
T00794,C0161,P096,16-07-2024 22:33,1,307.47,307.47
T00819,C0075,P096,17-07-2024 03:25,2,614.94,307.47
T00070,C0051,P017,17-07-2024 07:26,4,1879.08,469.77
T00180,C0073,P017,17-07-2024 08:52,2,939.54,469.77
T00224,C0171,P017,18-07-2024 00:10,4,1879.08,469.77
T00324,C0104,P017,18-07-2024 02:51,1,469.77,469.77
T00341,C0011,P017,18-07-2024 11:21,2,939.54,469.77
T00503,C0013,P017,18-07-2024 20:01,4,1879.08,469.77
T00558,C0169,P017,19-07-2024 09:25,4,1879.08,469.77
T00571,C0137,P017,19-07-2024 10:31,2,939.54,469.77
T00682,C0131,P017,19-07-2024 10:56,2,939.54,469.77
T00971,C0023,P017,19-07-2024 14:35,1,469.77,469.77
T00072,C0167,P048,20-07-2024 10:39,3,1249.2,416.4
T00280,C0175,P048,20-07-2024 11:22,2,832.8,416.4
T00298,C0042,P048,20-07-2024 16:04,1,416.4,416.4
T00322,C0099,P048,21-07-2024 03:18,3,1249.2,416.4
T00357,C0147,P048,21-07-2024 04:34,1,416.4,416.4
T00371,C0155,P048,22-07-2024 05:37,4,1665.6,416.4
T00548,C0185,P048,22-07-2024 09:54,3,1249.2,416.4
T00550,C0154,P048,22-07-2024 10:55,3,1249.2,416.4
T00608,C0025,P048,22-07-2024 23:34,2,832.8,416.4
T00657,C0100,P048,23-07-2024 09:15,1,416.4,416.4
T00771,C0200,P048,23-07-2024 12:30,4,1665.6,416.4
T00786,C0174,P048,23-07-2024 20:01,4,1665.6,416.4
T00811,C0141,P048,24-07-2024 00:20,4,1665.6,416.4
T00844,C0118,P048,24-07-2024 07:11,4,1665.6,416.4
T00950,C0068,P048,24-07-2024 17:40,4,1665.6,416.4
T00073,C0183,P052,24-07-2024 23:11,2,709.62,354.81
T00101,C0008,P052,25-07-2024 02:34,4,1419.24,354.81
T00351,C0169,P052,25-07-2024 15:20,4,1419.24,354.81
T00460,C0099,P052,25-07-2024 17:05,2,709.62,354.81
T00988,C0165,P052,26-07-2024 00:21,4,1419.24,354.81
T00076,C0141,P065,26-07-2024 15:47,3,1282.83,427.61
T00110,C0084,P065,26-07-2024 21:44,2,855.22,427.61
T00139,C0118,P065,27-07-2024 05:05,1,427.61,427.61
T00288,C0049,P065,28-07-2024 00:09,1,427.61,427.61
T00306,C0021,P065,28-07-2024 06:29,3,1282.83,427.61
T00383,C0048,P065,29-07-2024 06:11,2,855.22,427.61
T00540,C0034,P065,29-07-2024 06:59,2,855.22,427.61
T00569,C0107,P065,29-07-2024 19:28,3,1282.83,427.61
T00585,C0056,P065,30-07-2024 08:34,2,855.22,427.61
T00888,C0055,P065,30-07-2024 11:43,2,855.22,427.61
T00892,C0022,P065,30-07-2024 12:47,4,1710.44,427.61
T00077,C0192,P063,30-07-2024 21:37,3,100.77,33.59
T00104,C0174,P063,30-07-2024 23:32,3,100.77,33.59
T00216,C0193,P063,31-07-2024 05:19,3,100.77,33.59
T00353,C0012,P063,31-07-2024 21:34,1,33.59,33.59
T00378,C0175,P063,01-08-2024 14:20,3,100.77,33.59
T00413,C0021,P063,02-08-2024 03:34,3,100.77,33.59
T00459,C0075,P063,02-08-2024 08:13,4,134.36,33.59
T00760,C0090,P063,02-08-2024 09:54,1,33.59,33.59
T00853,C0098,P063,02-08-2024 11:13,4,134.36,33.59
T00078,C0011,P089,02-08-2024 13:45,3,662.73,220.91
T00153,C0094,P089,02-08-2024 21:41,3,662.73,220.91
T00245,C0120,P089,03-08-2024 06:21,4,883.64,220.91
T00291,C0109,P089,03-08-2024 19:15,2,441.82,220.91
T00390,C0113,P089,03-08-2024 21:42,4,883.64,220.91
T00773,C0068,P089,03-08-2024 22:08,3,662.73,220.91
T00883,C0170,P089,03-08-2024 23:04,4,883.64,220.91
T00082,C0127,P088,04-08-2024 12:38,1,263.55,263.55
T00130,C0191,P088,04-08-2024 15:35,1,263.55,263.55
T00424,C0114,P088,05-08-2024 07:35,4,1054.2,263.55
T00461,C0072,P088,05-08-2024 13:12,1,263.55,263.55
T00556,C0050,P088,05-08-2024 20:03,3,790.65,263.55
T00751,C0096,P088,05-08-2024 22:39,2,527.1,263.55
T00954,C0179,P088,06-08-2024 14:37,4,1054.2,263.55
T00985,C0068,P088,06-08-2024 20:12,2,527.1,263.55
T00083,C0046,P066,07-08-2024 01:34,4,1348.88,337.22
T00195,C0023,P066,07-08-2024 09:24,1,337.22,337.22
T00225,C0126,P066,07-08-2024 22:11,3,1011.66,337.22
T00267,C0037,P066,08-08-2024 05:40,3,1011.66,337.22
T00505,C0147,P066,08-08-2024 19:49,2,674.44,337.22
T00596,C0175,P066,09-08-2024 08:58,1,337.22,337.22
T00609,C0094,P066,09-08-2024 17:24,1,337.22,337.22
T00623,C0146,P066,10-08-2024 00:39,3,1011.66,337.22
T00838,C0101,P066,10-08-2024 15:04,1,337.22,337.22
T00921,C0017,P066,11-08-2024 00:11,4,1348.88,337.22
T00924,C0116,P066,11-08-2024 04:10,1,337.22,337.22
T00084,C0045,P015,11-08-2024 07:01,4,635.72,158.93
T00114,C0068,P015,11-08-2024 12:13,1,158.93,158.93
T00333,C0101,P015,12-08-2024 05:20,3,476.79,158.93
T00526,C0156,P015,13-08-2024 03:22,4,635.72,158.93
T00599,C0013,P015,13-08-2024 10:30,1,158.93,158.93
T00801,C0021,P015,13-08-2024 10:42,1,158.93,158.93
T00893,C0101,P015,13-08-2024 22:51,1,158.93,158.93
T00989,C0129,P015,13-08-2024 23:52,3,476.79,158.93
T00088,C0019,P001,14-08-2024 02:02,2,338.6,169.3
T00314,C0024,P001,15-08-2024 00:55,4,677.2,169.3
T00428,C0071,P001,15-08-2024 03:03,2,338.6,169.3
T00433,C0036,P001,15-08-2024 03:06,2,338.6,169.3
T00449,C0191,P001,15-08-2024 10:18,1,169.3,169.3
T00545,C0105,P001,15-08-2024 13:06,2,338.6,169.3
T00732,C0045,P001,15-08-2024 15:59,2,338.6,169.3
T00758,C0017,P001,15-08-2024 20:46,3,507.9,169.3
T00095,C0189,P093,15-08-2024 21:51,2,609.88,304.94
T00211,C0007,P093,16-08-2024 02:29,4,1219.76,304.94
T00335,C0118,P093,16-08-2024 08:44,2,609.88,304.94
T00547,C0079,P093,16-08-2024 19:39,4,1219.76,304.94
T00586,C0179,P093,16-08-2024 19:51,1,304.94,304.94
T00629,C0100,P093,17-08-2024 12:06,1,304.94,304.94
T00630,C0031,P093,18-08-2024 00:51,2,609.88,304.94
T00899,C0141,P093,18-08-2024 21:30,1,304.94,304.94
T00096,C0161,P073,19-08-2024 00:45,3,80.97,26.99
T00277,C0029,P073,19-08-2024 04:22,4,107.96,26.99
T00317,C0111,P073,19-08-2024 08:16,4,107.96,26.99
T00336,C0147,P073,20-08-2024 02:24,3,80.97,26.99
T00388,C0081,P073,20-08-2024 05:30,1,26.99,26.99
T00494,C0055,P073,20-08-2024 15:26,2,53.98,26.99
T00519,C0054,P073,22-08-2024 03:25,2,53.98,26.99
T00583,C0198,P073,22-08-2024 05:45,1,26.99,26.99
T00661,C0049,P073,22-08-2024 23:44,2,53.98,26.99
T00955,C0149,P073,23-08-2024 02:14,2,53.98,26.99
T00099,C0103,P006,23-08-2024 09:06,1,121.32,121.32
T00134,C0051,P006,23-08-2024 09:19,2,242.64,121.32
T00143,C0003,P006,23-08-2024 15:53,3,363.96,121.32
T00181,C0181,P006,23-08-2024 23:45,4,485.28,121.32
T00226,C0139,P006,24-08-2024 01:19,2,242.64,121.32
T00273,C0134,P006,24-08-2024 09:50,4,485.28,121.32
T00321,C0017,P006,24-08-2024 18:54,3,363.96,121.32
T00389,C0081,P006,24-08-2024 19:10,3,363.96,121.32
T00478,C0124,P006,25-08-2024 05:43,4,485.28,121.32
T00506,C0053,P006,25-08-2024 08:05,1,121.32,121.32
T00613,C0037,P006,25-08-2024 12:38,3,363.96,121.32
T00679,C0138,P006,25-08-2024 16:04,4,485.28,121.32
T00772,C0104,P006,26-08-2024 13:10,2,242.64,121.32
T00108,C0177,P055,26-08-2024 15:16,1,128.53,128.53
T00255,C0107,P055,27-08-2024 05:49,4,514.12,128.53
T00429,C0030,P055,27-08-2024 19:54,3,385.59,128.53
T00463,C0142,P055,27-08-2024 22:57,2,257.06,128.53
T00466,C0034,P055,28-08-2024 02:11,4,514.12,128.53
T00639,C0109,P055,28-08-2024 04:01,3,385.59,128.53
T00822,C0011,P055,28-08-2024 05:03,3,385.59,128.53
T00850,C0029,P055,28-08-2024 19:56,2,257.06,128.53
T00872,C0088,P055,28-08-2024 20:52,1,128.53,128.53
T00941,C0041,P055,29-08-2024 14:05,1,128.53,128.53
T00109,C0175,P064,29-08-2024 18:52,4,1809.68,452.42
T00145,C0198,P064,30-08-2024 06:42,2,904.84,452.42
T00552,C0096,P064,30-08-2024 20:51,4,1809.68,452.42
T00628,C0141,P064,31-08-2024 00:38,1,452.42,452.42
T00636,C0054,P064,31-08-2024 18:20,3,1357.26,452.42
T00671,C0013,P064,31-08-2024 22:33,1,452.42,452.42
T00688,C0116,P064,01-09-2024 11:18,1,452.42,452.42
T00889,C0200,P064,01-09-2024 18:30,3,1357.26,452.42
T00972,C0106,P064,01-09-2024 21:40,3,1357.26,452.42
T00999,C0024,P064,03-09-2024 03:11,1,452.42,452.42
T00113,C0194,P090,03-09-2024 03:40,1,165.3,165.3
T00220,C0157,P090,03-09-2024 07:19,1,165.3,165.3
T00234,C0176,P090,03-09-2024 19:50,4,661.2,165.3
T00689,C0024,P090,04-09-2024 02:55,2,330.6,165.3
T00716,C0055,P090,04-09-2024 11:39,2,330.6,165.3
T00720,C0126,P090,04-09-2024 16:19,1,165.3,165.3
T00917,C0113,P090,04-09-2024 20:49,2,330.6,165.3
T00937,C0116,P090,04-09-2024 22:08,1,165.3,165.3
T00119,C0147,P018,05-09-2024 07:22,1,436.89,436.89
T00411,C0064,P018,05-09-2024 08:46,4,1747.56,436.89
T00507,C0019,P018,06-09-2024 06:43,1,436.89,436.89
T00606,C0196,P018,06-09-2024 12:12,3,1310.67,436.89
T00722,C0016,P018,06-09-2024 18:39,4,1747.56,436.89
T00779,C0052,P018,06-09-2024 20:35,3,1310.67,436.89
T00870,C0187,P018,08-09-2024 08:52,4,1747.56,436.89
T00120,C0156,P083,08-09-2024 14:32,1,455.72,455.72
T00133,C0194,P083,08-09-2024 16:26,3,1367.16,455.72
T00138,C0051,P083,09-09-2024 04:31,4,1822.88,455.72
T00168,C0023,P083,09-09-2024 19:42,3,1367.16,455.72
T00289,C0141,P083,10-09-2024 09:50,3,1367.16,455.72
T00313,C0191,P083,10-09-2024 12:40,1,455.72,455.72
T00445,C0001,P083,11-09-2024 11:58,2,911.44,455.72
T00594,C0183,P083,11-09-2024 19:59,3,1367.16,455.72
T00632,C0016,P083,11-09-2024 20:41,1,455.72,455.72
T00670,C0046,P083,12-09-2024 04:48,2,911.44,455.72
T00831,C0184,P083,12-09-2024 09:25,2,911.44,455.72
T00845,C0154,P083,12-09-2024 09:37,2,911.44,455.72
T00887,C0066,P083,12-09-2024 13:59,3,1367.16,455.72
T00121,C0168,P043,13-09-2024 07:08,4,1617.6,404.4
T00151,C0131,P043,13-09-2024 08:28,2,808.8,404.4
T00254,C0174,P043,13-09-2024 18:57,2,808.8,404.4
T00342,C0054,P043,13-09-2024 23:20,3,1213.2,404.4
T00356,C0115,P043,14-09-2024 15:29,4,1617.6,404.4
T00572,C0155,P043,15-09-2024 03:50,2,808.8,404.4
T00790,C0084,P043,16-09-2024 02:11,1,404.4,404.4
T00837,C0139,P043,16-09-2024 21:24,2,808.8,404.4
T00841,C0019,P043,16-09-2024 22:10,1,404.4,404.4
T00907,C0160,P043,16-09-2024 22:57,4,1617.6,404.4
T00931,C0114,P043,17-09-2024 03:59,4,1617.6,404.4
T00122,C0084,P035,17-09-2024 07:53,2,61.18,30.59
T00246,C0088,P035,17-09-2024 09:01,3,91.77,30.59
T00329,C0008,P035,17-09-2024 15:12,4,122.36,30.59
T00446,C0164,P035,18-09-2024 05:00,2,61.18,30.59
T00479,C0144,P035,18-09-2024 09:38,4,122.36,30.59
T00765,C0025,P035,18-09-2024 23:31,1,30.59,30.59
T00799,C0061,P035,19-09-2024 03:29,1,30.59,30.59
T00804,C0134,P035,19-09-2024 14:18,4,122.36,30.59
T00812,C0003,P035,19-09-2024 14:24,4,122.36,30.59
T00956,C0099,P035,20-09-2024 04:55,1,30.59,30.59
T00125,C0122,P033,20-09-2024 08:12,2,128.5,64.25
T00189,C0195,P033,21-09-2024 01:39,2,128.5,64.25
T00200,C0057,P033,21-09-2024 05:32,3,192.75,64.25
T00366,C0075,P033,21-09-2024 09:44,3,192.75,64.25
T00510,C0031,P033,21-09-2024 14:11,4,257,64.25
T00532,C0030,P033,21-09-2024 21:57,3,192.75,64.25
T00755,C0032,P033,21-09-2024 22:21,3,192.75,64.25
T00905,C0034,P033,22-09-2024 00:00,2,128.5,64.25
T00126,C0143,P014,22-09-2024 06:13,4,105.04,26.26
T00207,C0034,P014,22-09-2024 07:51,3,78.78,26.26
T00865,C0094,P014,22-09-2024 23:11,3,78.78,26.26
T00901,C0010,P014,23-09-2024 04:35,4,105.04,26.26
T00129,C0002,P004,23-09-2024 06:44,4,382.76,95.69
T00334,C0164,P004,23-09-2024 16:46,1,95.69,95.69
T00419,C0030,P004,23-09-2024 20:32,3,287.07,95.69
T00641,C0173,P004,24-09-2024 16:29,3,287.07,95.69
T00747,C0137,P004,24-09-2024 17:15,1,95.69,95.69
T00860,C0008,P004,24-09-2024 21:15,2,191.38,95.69
T00891,C0091,P004,25-09-2024 01:45,4,382.76,95.69
T00132,C0105,P029,25-09-2024 01:50,4,1734.56,433.64
T00213,C0165,P029,25-09-2024 06:56,3,1300.92,433.64
T00222,C0146,P029,25-09-2024 19:36,1,433.64,433.64
T00258,C0050,P029,25-09-2024 20:31,3,1300.92,433.64
T00286,C0069,P029,26-09-2024 16:10,2,867.28,433.64
T00436,C0001,P029,26-09-2024 17:22,3,1300.92,433.64
T00495,C0027,P029,26-09-2024 21:52,2,867.28,433.64
T00541,C0082,P029,26-09-2024 23:20,2,867.28,433.64
T00554,C0087,P029,26-09-2024 23:48,4,1734.56,433.64
T00576,C0100,P029,27-09-2024 23:40,4,1734.56,433.64
T00593,C0120,P029,28-09-2024 06:07,2,867.28,433.64
T00673,C0102,P029,28-09-2024 22:39,3,1300.92,433.64
T00680,C0163,P029,29-09-2024 10:16,4,1734.56,433.64
T00776,C0065,P029,29-09-2024 13:03,4,1734.56,433.64
T00835,C0190,P029,29-09-2024 16:14,1,433.64,433.64
T00935,C0109,P029,29-09-2024 16:20,1,433.64,433.64
T00975,C0116,P029,30-09-2024 00:40,2,867.28,433.64
T00135,C0075,P097,30-09-2024 05:29,3,958.02,319.34
T00173,C0182,P097,30-09-2024 10:45,4,1277.36,319.34
T00182,C0122,P097,30-09-2024 11:36,3,958.02,319.34
T00278,C0077,P097,30-09-2024 14:42,1,319.34,319.34
T00354,C0070,P097,30-09-2024 17:00,4,1277.36,319.34
T00394,C0063,P097,30-09-2024 18:17,4,1277.36,319.34
T00474,C0168,P097,30-09-2024 23:30,1,319.34,319.34
T00534,C0004,P097,01-10-2024 04:39,3,958.02,319.34
T00783,C0057,P097,01-10-2024 05:57,2,638.68,319.34
T00142,C0028,P080,01-10-2024 14:05,4,1214,303.5
T00150,C0166,P080,01-10-2024 17:22,1,303.5,303.5
T00171,C0028,P080,02-10-2024 16:00,1,303.5,303.5
T00247,C0187,P080,02-10-2024 16:46,1,303.5,303.5
T00473,C0066,P080,02-10-2024 22:07,2,607,303.5
T00489,C0039,P080,02-10-2024 22:44,4,1214,303.5
T00588,C0145,P080,03-10-2024 04:33,2,607,303.5
T00714,C0153,P080,03-10-2024 20:53,2,607,303.5
T00827,C0016,P080,04-10-2024 01:18,3,910.5,303.5
T00946,C0145,P080,04-10-2024 18:31,4,1214,303.5
T00147,C0117,P099,04-10-2024 20:42,4,1417.16,354.29
T00266,C0125,P099,04-10-2024 20:44,2,708.58,354.29
T00669,C0074,P099,05-10-2024 02:02,4,1417.16,354.29
T00825,C0070,P099,05-10-2024 06:56,1,354.29,354.29
T00148,C0002,P019,06-10-2024 06:02,2,770.74,385.37
T00192,C0079,P019,07-10-2024 04:07,4,1541.48,385.37
T00209,C0156,P019,07-10-2024 06:38,3,1156.11,385.37
T00264,C0170,P019,07-10-2024 07:58,4,1541.48,385.37
T00339,C0117,P019,07-10-2024 14:56,4,1541.48,385.37
T00375,C0082,P019,07-10-2024 17:48,4,1541.48,385.37
T00525,C0178,P019,07-10-2024 21:52,3,1156.11,385.37
T00535,C0059,P019,08-10-2024 06:27,4,1541.48,385.37
T00595,C0138,P019,08-10-2024 19:57,4,1541.48,385.37
T00836,C0076,P019,08-10-2024 21:31,1,385.37,385.37
T00976,C0109,P019,08-10-2024 23:58,2,770.74,385.37
T00154,C0040,P020,09-10-2024 13:52,4,1585.36,396.34
T00212,C0196,P020,10-10-2024 04:15,4,1585.36,396.34
T00259,C0006,P020,10-10-2024 12:25,4,1585.36,396.34
T00263,C0030,P020,11-10-2024 20:08,1,396.34,396.34
T00627,C0013,P020,11-10-2024 21:32,4,1585.36,396.34
T00788,C0114,P020,12-10-2024 03:12,3,1189.02,396.34
T00843,C0102,P020,12-10-2024 03:25,2,792.68,396.34
T00903,C0182,P020,12-10-2024 04:57,4,1585.36,396.34
T00911,C0067,P020,12-10-2024 06:41,3,1189.02,396.34
T00933,C0058,P020,12-10-2024 08:20,1,396.34,396.34
T00967,C0040,P020,13-10-2024 16:15,4,1585.36,396.34
T00983,C0046,P020,14-10-2024 15:50,4,1585.36,396.34
T00157,C0169,P044,15-10-2024 18:21,2,37.64,18.82
T00672,C0165,P044,16-10-2024 01:04,4,75.28,18.82
T00711,C0165,P044,16-10-2024 06:10,4,75.28,18.82
T00878,C0165,P044,17-10-2024 00:45,3,56.46,18.82
T00159,C0163,P002,17-10-2024 02:10,4,1385.2,346.3
T00248,C0067,P002,19-10-2024 00:46,4,1385.2,346.3
T00285,C0068,P002,20-10-2024 16:20,3,1038.9,346.3
T00402,C0031,P002,21-10-2024 04:58,2,692.6,346.3
T00648,C0003,P002,21-10-2024 06:20,4,1385.2,346.3
T00706,C0181,P002,21-10-2024 12:47,3,1038.9,346.3
T00717,C0186,P002,21-10-2024 20:29,2,692.6,346.3
T00780,C0102,P002,22-10-2024 02:45,3,1038.9,346.3
T00165,C0049,P056,22-10-2024 08:13,4,64.32,16.08
T00399,C0013,P056,22-10-2024 12:08,3,48.24,16.08
T00454,C0174,P056,22-10-2024 12:54,2,32.16,16.08
T00584,C0112,P056,22-10-2024 21:55,1,16.08,16.08
T00774,C0095,P056,23-10-2024 06:09,2,32.16,16.08
T00916,C0099,P056,23-10-2024 16:23,4,64.32,16.08
T00949,C0169,P056,23-10-2024 16:42,4,64.32,16.08
T00996,C0189,P056,23-10-2024 16:57,1,16.08,16.08
T00170,C0038,P082,23-10-2024 17:24,3,167.97,55.99
T00215,C0065,P082,24-10-2024 00:10,3,167.97,55.99
T00233,C0162,P082,24-10-2024 08:30,1,55.99,55.99
T00369,C0151,P082,24-10-2024 16:28,4,223.96,55.99
T00373,C0179,P082,26-10-2024 00:01,2,111.98,55.99
T00398,C0069,P082,27-10-2024 05:26,1,55.99,55.99
T00622,C0047,P082,27-10-2024 13:50,2,111.98,55.99
T00874,C0093,P082,28-10-2024 14:36,3,167.97,55.99
T00174,C0107,P012,29-10-2024 22:39,1,159.6,159.6
T00179,C0119,P012,30-10-2024 08:16,1,159.6,159.6
